"","genus","virus","accession","metadata_host","host_category","prediction","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"161","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","MG923467.1","Camelus dromedarius","camelid","yangochiroptera",0.1597,0.02128,0.0209,0.03538,0.0511,0.0611,0.4995,0.15103
"162","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","KP719931.1","Camelus dromedarius","camelid","yangochiroptera",0.1672,0.02012,0.02218,0.03373,0.04633,0.0685,0.4858,0.15613
"163","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","MF598673.1","Camelus dromedarius","camelid","yangochiroptera",0.15942,0.01872,0.02108,0.03103,0.0432,0.0641,0.50177,0.16068
"164","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","MF598645.1","Camelus dromedarius","camelid","yangochiroptera",0.15557,0.01912,0.02183,0.03647,0.0442,0.06902,0.4953,0.1585
"165","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","MF598686.1","Camelus dromedarius","camelid","yangochiroptera",0.15532,0.02012,0.02208,0.03913,0.04562,0.0705,0.49008,0.15715
"166","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","KT368839.1","camel","camelid","yangochiroptera",0.15202,0.01912,0.01908,0.03293,0.04155,0.0649,0.5043,0.1661
"167","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","MF598606.1","Camelus dromedarius","camelid","yangochiroptera",0.1469,0.01912,0.02308,0.03613,0.0452,0.06643,0.50063,0.1625
"168","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","MF593268.1","Neoromicia capensis","yangochiroptera","yangochiroptera",0.11073,0.00397,0.05947,0.01122,0.03557,0.03087,0.50428,0.2439
"169","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","MG596803.1","Pipistrellus kuhlii","yangochiroptera","yinpterochiroptera",0.2057,0.01685,0.22555,0.02005,0.05182,0.04577,0.184,0.25027
"170","Betacoronavirus","Middle East respiratory syndrome-related coronavirus","MG596802.1","Hypsugo savii","yangochiroptera","yinpterochiroptera",0.1961,0.02143,0.17922,0.0184,0.05685,0.05798,0.19175,0.27827
"171","Alphacoronavirus","Alphacoronavirus Mink/China/1/2016","MF113046.1","mink","carnivore","carnivore",0.09598,0.02645,0.37265,0.04858,0.04897,0.06758,0.12061,0.21919
"172","Alphacoronavirus","Canine coronavirus","JQ404409.1","dog","carnivore","carnivore",0.06639,0.0037,0.62092,0.00203,0.03884,0.1675,0.03659,0.06403
"173","Alphacoronavirus","Canine coronavirus","JN856008.2","Canis lupus familiaris","carnivore","swine",0.2378,0.01373,0.19249,0.02009,0.05987,0.26378,0.07668,0.13556
"174","Alphacoronavirus","Canine coronavirus","LC190906.1","Canis lupus familiaris","carnivore","carnivore",0.04696,0.00474,0.68982,0.00448,0.02155,0.10484,0.05313,0.07448
"175","Alphacoronavirus","Canine coronavirus","KC175339.1","Canis lupus familiaris","carnivore","carnivore",0.01005,0.00072,0.94826,0.00054,0.00552,0.01513,0.00763,0.01216
"176","Alphacoronavirus","Canine coronavirus","HQ450377.1","dog","carnivore","swine",0.15795,0.00532,0.313,0.01518,0.04657,0.31917,0.03784,0.10498
"177","Alphacoronavirus","Canine coronavirus","EU924791.1","dog","carnivore","carnivore",0.13201,0.00679,0.34956,0.0144,0.04053,0.31911,0.03713,0.10048
"178","Alphacoronavirus","Canine coronavirus","LC190907.1","Canis lupus familiaris","carnivore","carnivore",0.1043,0.0101,0.40623,0.0118,0.03725,0.24608,0.05792,0.12633
"179","Alphacoronavirus","Canine coronavirus","HQ450376.1","dog","carnivore","carnivore",0.13348,0.01839,0.35715,0.01297,0.05224,0.3013,0.03646,0.08801
"180","Alphacoronavirus","Canine coronavirus","AY436637.1","giant panda","carnivore","carnivore",0.07102,0.00409,0.62366,0.00203,0.03624,0.15941,0.03635,0.06719
"181","Alphacoronavirus","Canine coronavirus","EU856361.1","dog","carnivore","carnivore",0.12263,0.00326,0.37538,0.011,0.03543,0.26742,0.05315,0.13173
"182","Alphacoronavirus","Canine coronavirus","KC175341.1","Canis lupus familiaris","carnivore","carnivore",0.06999,0.00388,0.62612,0.00203,0.03739,0.15974,0.03399,0.06684
"183","Alphacoronavirus","Canine coronavirus","KY063618.2","dog","carnivore","carnivore",0.06262,0.00108,0.68754,0.00295,0.0154,0.15058,0.02237,0.05745
"184","Alphacoronavirus","Canine coronavirus","KC175340.1","Canis lupus familiaris","carnivore","carnivore",0.07052,0.00377,0.62458,0.00253,0.03776,0.16022,0.03447,0.06614
"185","Alphacoronavirus","Canine coronavirus","EU856362.1","dog","carnivore","carnivore",0.10867,0.01022,0.35346,0.01259,0.03935,0.33072,0.04232,0.10267
"186","Alphacoronavirus","Canine coronavirus","KP981644.1","Canis lupus familiaris","carnivore","carnivore",0.09535,0.00457,0.50636,0.00194,0.02907,0.23034,0.03335,0.09901
"187","Alphacoronavirus","Canine coronavirus","KY063616.1","dog","carnivore","carnivore",0.06262,0.00108,0.68754,0.00295,0.0154,0.15058,0.02237,0.05745
"188","Alphacoronavirus","Canine coronavirus","KY063617.1","dog","carnivore","carnivore",0.06262,0.00108,0.68754,0.00295,0.0154,0.15058,0.02237,0.05745
"189","Alphacoronavirus","Canine coronavirus","GU146061.1","Canis lupus familiaris","carnivore","carnivore",0.08842,0.004,0.51938,0.00433,0.02744,0.23183,0.02965,0.09496
"190","Alphacoronavirus","Canine coronavirus","JQ404410.1","dog","carnivore","carnivore",0.05143,0.00119,0.71642,0.00295,0.01611,0.1452,0.01926,0.04743
"191","Alphacoronavirus","Canine coronavirus","GQ477367.1","dog","carnivore","carnivore",0.16373,0.00469,0.36422,0.01328,0.03554,0.25342,0.05195,0.11317
"192","Betacoronavirus","Canine respiratory coronavirus","KX432213.1","dog","carnivore","camelid",0.11012,0.37635,0.01303,0.2884,0.05062,0.075,0.04667,0.03982
"193","Betacoronavirus","Canine respiratory coronavirus","JX860640.1","dog","carnivore","camelid",0.10997,0.39728,0.01178,0.29875,0.04472,0.05978,0.04158,0.03613
"194","Betacoronavirus","Canine respiratory coronavirus","GQ918143.1","dog","carnivore","camelid",0.14365,0.40385,0.00753,0.25717,0.04325,0.0626,0.0478,0.03415
"195","Betacoronavirus","Canine respiratory coronavirus","GQ918142.1","dog","carnivore","camelid",0.10997,0.39728,0.01178,0.29875,0.04472,0.05978,0.04158,0.03613
"196","Betacoronavirus","Canine respiratory coronavirus","GQ918141.1","dog","carnivore","camelid",0.09888,0.37123,0.01228,0.29267,0.06525,0.07165,0.0454,0.04263
"197","Betacoronavirus","Canine respiratory coronavirus","EU983107.1","dog","carnivore","camelid",0.14365,0.40385,0.00753,0.25717,0.04325,0.0626,0.0478,0.03415
"198","Betacoronavirus","Canine respiratory coronavirus","EU983106.1","dog","carnivore","camelid",0.10997,0.39728,0.01178,0.29875,0.04472,0.05978,0.04158,0.03613
"199","Betacoronavirus","Canine respiratory coronavirus","EU983105.1","dog","carnivore","camelid",0.09888,0.37123,0.01228,0.29267,0.06525,0.07165,0.0454,0.04263
"200","Betacoronavirus","Canine respiratory coronavirus","EU999954.1","dog","carnivore","camelid",0.10353,0.38185,0.01578,0.30108,0.04728,0.06453,0.04318,0.04275
"201","Betacoronavirus","Civet SARS CoV 007/2004","AY572034.1","civet","carnivore","carnivore",0.02195,0.0031,0.78325,0.00506,0.00935,0.00913,0.04103,0.12713
"202","Alphacoronavirus","Feline alphacoronavirus 1","MH817484.1","Felis catus","carnivore","carnivore",0.02935,8e-04,0.88092,0.0045,0.03143,0.00907,0.02142,0.02252
"203","Alphacoronavirus","Feline coronavirus","KU215424.1","Felis catus","carnivore","carnivore",0.01362,0,0.92675,0,0.00808,0.011,0.0161,0.02445
"204","Alphacoronavirus","Feline coronavirus","FJ917524.1","Felis catus","carnivore","carnivore",0.03385,0.005,0.6862,0.0062,0.03878,0.04387,0.07223,0.11387
"205","Alphacoronavirus","Feline coronavirus","FJ917519.1","Felis catus","carnivore","carnivore",0.04172,0.003,0.66733,0.0082,0.0239,0.04478,0.08827,0.1228
"206","Alphacoronavirus","Feline coronavirus","MN165107.1","Felis catus","carnivore","carnivore",0.04608,0.00615,0.7683,0.001,0.0448,0.06058,0.02977,0.04332
"207","Alphacoronavirus","Feline coronavirus","FJ917522.1","Felis catus","carnivore","carnivore",0.04762,0.01,0.60248,0.00845,0.03872,0.0786,0.09545,0.11868
"208","Alphacoronavirus","Feline coronavirus","DQ160294.1","feline","carnivore","carnivore",0.0487,0.0019,0.74385,0.00275,0.01515,0.1337,0.0192,0.03475
"209","Alphacoronavirus","Feline coronavirus","DQ010921.1","cat","carnivore","carnivore",0.00083,0.0012,0.97382,0.001,0.002,0.0105,0.00325,0.0074
"210","Alphacoronavirus","Feline coronavirus","KU215419.1","Felis catus","carnivore","carnivore",0.01025,0.0015,0.93317,0.0014,0.00672,0.0133,0.013,0.02067
"211","Alphacoronavirus","Feline coronavirus","KU215428.1","Felis catus","carnivore","carnivore",0.00963,0.002,0.94272,4e-04,0.00532,0.01325,0.00892,0.01777
"212","Alphacoronavirus","Feline coronavirus","KY292377.1","cat","carnivore","carnivore",0.02477,0,0.72738,0.0017,0.03453,0.01963,0.08707,0.10492
"213","Alphacoronavirus","Feline coronavirus","KY566211.1","cat","carnivore","carnivore",0.02235,0.00853,0.66618,0.0177,0.03177,0.03343,0.09217,0.12787
"214","Alphacoronavirus","Feline coronavirus","GQ152141.1","cat","carnivore","carnivore",0.02032,0.0017,0.90108,0.0015,0.00942,0.03527,0.01377,0.01695
"215","Alphacoronavirus","Feline coronavirus","AB907624.1","Felis catus","carnivore","carnivore",0.05335,0.001,0.8072,0.00375,0.01612,0.08128,0.0118,0.0255
"216","Alphacoronavirus","Feline coronavirus","KF530123.1","Felis catus","carnivore","carnivore",0.0139,0.001,0.81585,0.0046,0.00987,0.05802,0.03875,0.05802
"217","Alphacoronavirus","Feline coronavirus","KU215420.1","Felis catus","carnivore","carnivore",0.0105,5e-04,0.93407,0.0014,0.00632,0.0123,0.01325,0.02167
"218","Alphacoronavirus","Feline coronavirus","FJ917523.1","Felis catus","carnivore","carnivore",0.03158,0.002,0.62347,0.0042,0.04305,0.07268,0.09052,0.1325
"219","Alphacoronavirus","Feline coronavirus","KU215422.1","Felis catus","carnivore","carnivore",0.01242,0.0015,0.93867,0.0014,0.00525,0.0101,0.01135,0.01932
"220","Alphacoronavirus","Feline coronavirus","FJ917534.1","Felis catus","carnivore","carnivore",0.04542,0.006,0.65567,0.00925,0.02385,0.04853,0.09067,0.12062
"221","Alphacoronavirus","Feline coronavirus","FJ917520.1","Felis catus","carnivore","carnivore",0.04072,0.007,0.66383,0.00945,0.0234,0.04578,0.09052,0.1193
"222","Alphacoronavirus","Feline coronavirus","KU215427.1","Felis catus","carnivore","carnivore",0.01388,0.002,0.93197,4e-04,0.00682,0.01375,0.00977,0.02142
"223","Alphacoronavirus","Feline coronavirus RM","FJ938051.1","cat","carnivore","carnivore",0.02917,0,0.89957,0.0015,0.00425,0.01405,0.02225,0.02922
"224","Alphacoronavirus","Feline coronavirus UU10","FJ938059.1","cat","carnivore","carnivore",0.00175,0,0.98103,0.00085,0.0042,0.0014,0.00148,0.00928
"225","Alphacoronavirus","Feline coronavirus UU11","FJ938052.1","cat","carnivore","carnivore",0.002,0.00025,0.98575,0,0.00125,0.0035,0.00133,0.00592
"226","Alphacoronavirus","Feline coronavirus UU15","FJ938057.1","cat","carnivore","carnivore",0.0151,0.00686,0.89199,0.00244,0.01451,0.0319,0.01719,0.02001
"227","Alphacoronavirus","Feline coronavirus UU16","FJ938058.1","cat","carnivore","carnivore",0.09944,0.00964,0.61388,0.01339,0.02263,0.04291,0.0668,0.13132
"228","Alphacoronavirus","Feline coronavirus UU17","HQ012367.1","feline","carnivore","carnivore",0.03492,0.0116,0.79951,0.0062,0.02487,0.01486,0.04544,0.06259
"229","Alphacoronavirus","Feline coronavirus UU18","HQ012368.1","feline","carnivore","carnivore",0.00495,0,0.95995,0.001,0.0127,0.0124,0.001,0.008
"230","Alphacoronavirus","Feline coronavirus UU19","HQ392470.1","feline","carnivore","carnivore",0.00239,0,0.96647,0.00075,0.0063,0.00288,0.01086,0.01035
"231","Alphacoronavirus","Feline coronavirus UU2","FJ938060.1","cat","carnivore","carnivore",0.00042,0,0.99591,0,0.00044,0.00062,0.00154,0.00107
"232","Alphacoronavirus","Feline coronavirus UU20","HQ392471.1","feline","carnivore","carnivore",0.00642,0.0025,0.91948,5e-04,0.01337,0.00917,0.02278,0.02578
"233","Alphacoronavirus","Feline coronavirus UU21","HQ012369.1","feline","carnivore","carnivore",0.03437,0.00296,0.82687,0.0034,0.02057,0.02725,0.03211,0.05247
"234","Alphacoronavirus","Feline coronavirus UU22","GU553361.1","feline","carnivore","carnivore",0.0105,0.0016,0.93767,0.00307,0.011,0.015,0.00995,0.01122
"235","Alphacoronavirus","Feline coronavirus UU23","GU553362.1","feline","carnivore","carnivore",0.01267,0.00118,0.90212,0.00062,0.00932,0.01589,0.01662,0.04158
"236","Alphacoronavirus","Feline coronavirus UU24","HQ012370.1","feline","carnivore","carnivore",0.06047,0.00515,0.72315,0.00622,0.0638,0.01817,0.06143,0.06162
"237","Alphacoronavirus","Feline coronavirus UU3","FJ938061.1","cat","carnivore","carnivore",0.0219,0,0.9039,5e-04,0.0116,0.0197,0.02035,0.02205
"238","Alphacoronavirus","Feline coronavirus UU30","HQ392472.1","feline","carnivore","carnivore",0.02578,0.00357,0.87898,0,0.02435,0.03498,0.01865,0.01368
"239","Alphacoronavirus","Feline coronavirus UU31","HQ012371.1","feline","carnivore","carnivore",0.00933,0.00067,0.96585,0.00167,0.00755,0.00152,0.00338,0.01003
"240","Alphacoronavirus","Feline coronavirus UU34","HQ012372.1","Felis catus","carnivore","carnivore",0.00923,0.005,0.85903,0.00758,0.0194,0.02357,0.03145,0.04473
"241","Alphacoronavirus","Feline coronavirus UU4","FJ938054.1","cat","carnivore","carnivore",0.02265,0.00125,0.85272,0,0.02842,0.02558,0.02302,0.04637
"242","Alphacoronavirus","Feline coronavirus UU40","HQ392469.1","Felis catus","carnivore","carnivore",0.02525,0.0042,0.8589,0.00125,0.01333,0.03292,0.02267,0.04148
"243","Alphacoronavirus","Feline coronavirus UU47","JN183882.1","Felis catus","carnivore","carnivore",0.02977,0.00075,0.83235,0.00067,0.01438,0.03035,0.042,0.04973
"244","Alphacoronavirus","Feline coronavirus UU5","FJ938056.1","cat","carnivore","carnivore",0.05382,0.00125,0.73698,0.001,0.01593,0.04247,0.04848,0.10007
"245","Alphacoronavirus","Feline coronavirus UU54","JN183883.1","Felis catus","carnivore","carnivore",0.00663,0,0.9576,0.00058,0.00408,0.00387,0.01218,0.01505
"246","Alphacoronavirus","Feline coronavirus UU7","FJ938053.1","cat","carnivore","carnivore",0.01163,6e-04,0.93453,4e-04,0.00578,0.01012,0.01657,0.02037
"247","Alphacoronavirus","Feline coronavirus UU8","FJ938055.1","cat","carnivore","carnivore",0.01657,0.00183,0.92503,0,0.02108,0.01508,0.00975,0.01065
"248","Alphacoronavirus","Feline coronavirus UU9","FJ938062.1","cat","carnivore","carnivore",0.0068,0,0.97632,0,0.0024,0.00823,0.0041,0.00215
"249","Alphacoronavirus","Feline infectious peritonitis virus","MK987175.1","Felis catus","carnivore","carnivore",0.09197,0.00153,0.59286,0.00337,0.03264,0.15542,0.0433,0.07891
"250","Alphacoronavirus","Feline infectious peritonitis virus","KC461237.1","Felis catus","carnivore","carnivore",0.01288,0.00038,0.94565,0.00033,0.00296,0.0173,0.00777,0.01274
"251","Alphacoronavirus","Feline infectious peritonitis virus","KC461236.1","Felis catus","carnivore","carnivore",0.01478,0.00038,0.94571,0.00033,0.00199,0.01783,0.00815,0.01083
"252","Alphacoronavirus","Feline infectious peritonitis virus","KC461235.1","Felis catus","carnivore","carnivore",0.01338,0.00038,0.94465,0.00033,0.00296,0.01868,0.00739,0.01224
"253","Alphacoronavirus","Feline infectious peritonitis virus","JQ408981.1","Felis catus","carnivore","carnivore",0.02741,0.00221,0.91452,0.00033,0.00274,0.03248,0.00854,0.01177
"254","Alphacoronavirus","Ferret coronavirus","LC029419.1","Mustela putorius furo","carnivore","carnivore",0.116,0.01217,0.29,0.00675,0.07972,0.04853,0.19753,0.2493
"255","Alphacoronavirus","Ferret coronavirus","NC_030292.1","Mustela putorius","carnivore","carnivore",0.08132,0.01605,0.41983,0.01175,0.03817,0.0975,0.1375,0.19788
"256","Alphacoronavirus","Ferret coronavirus","KM347965.1","Mustela putorius","carnivore","carnivore",0.08132,0.01605,0.41983,0.01175,0.03817,0.0975,0.1375,0.19788
"257","Alphacoronavirus","Ferret enteric coronavirus","KX512809.1","ferret","carnivore","carnivore",0.03246,0.01435,0.70203,0.00737,0.07418,0.03195,0.05344,0.08421
"258","Alphacoronavirus","Ferret enteric coronavirus","GU338457.1","Mustela putorius furo","carnivore","carnivore",0.05634,0.00823,0.51731,0.00574,0.08211,0.07408,0.1208,0.1354
"259","Alphacoronavirus","Ferret systemic coronavirus","KX512810.1","ferret","carnivore","carnivore",0.07216,0.01356,0.47398,0.00515,0.10137,0.08586,0.11035,0.13758
"260","Alphacoronavirus","Ferret systemic coronavirus","GU338456.1","Mustela putorius furo","carnivore","carnivore",0.09417,0.01634,0.5191,0.01187,0.06932,0.10809,0.07727,0.10383
"261","Alphacoronavirus","Mink coronavirus strain WD1127","NC_023760.1","Mustela vison","carnivore","carnivore",0.09638,0.02849,0.30127,0.04228,0.08807,0.06441,0.13095,0.24816
"262","Alphacoronavirus","Mink coronavirus strain WD1127","HM245925.1","Mustela vison","carnivore","carnivore",0.09638,0.02849,0.30127,0.04228,0.08807,0.06441,0.13095,0.24816
"263","Alphacoronavirus","Mink coronavirus strain WD1133","HM245926.1","Mustela vison","carnivore","carnivore",0.06029,0.02279,0.4487,0.02272,0.05372,0.02914,0.11562,0.24701
"264","Betacoronavirus","SARS coronavirus B039","AY686864.1","palm civet","carnivore","carnivore",0.00537,0.0041,0.95138,4e-04,0.00165,0.00337,0.01125,0.02248
"265","Betacoronavirus","SARS coronavirus civet010","AY572035.1","civet","carnivore","carnivore",0.01728,0.00331,0.82169,0.00441,0.01201,0.0075,0.04833,0.08548
"266","Betacoronavirus","SARS coronavirus civet014","AY572036.1","civet","carnivore","carnivore",0.02057,0.00267,0.82879,0.00393,0.01159,0.00465,0.03942,0.08837
"267","Betacoronavirus","SARS coronavirus civet019","AY572037.1","civet","carnivore","carnivore",0.00045,0,0.93918,0.00112,0.00053,0.0012,0.00748,0.05003
"268","Betacoronavirus","SARS coronavirus civet020","AY572038.1","civet","carnivore","carnivore",0.00175,0.00125,0.9585,0.00053,0.0015,0.00312,0.0113,0.02205
"269","Betacoronavirus","SARS coronavirus CS21","DQ514531.1","palm civet cats","carnivore","carnivore",0.00388,0.00158,0.90288,0.00145,0.00237,0.001,0.01333,0.0735
"270","Betacoronavirus","SARS coronavirus CS24","DQ514532.1","palm civet cats","carnivore","carnivore",0.0057,0.00183,0.86105,0.0012,0.00242,0.0044,0.02048,0.10292
"271","Betacoronavirus","SARS coronavirus ES191","DQ514529.1","palm civet cats","carnivore","carnivore",0.01007,0.00675,0.84697,0.00503,0.00325,0.0015,0.03485,0.09158
"272","Betacoronavirus","SARS coronavirus ES260","DQ514530.1","palm civet cats","carnivore","carnivore",0.01441,0.00039,0.87633,0.00257,0.00791,0.00578,0.0254,0.06721
"273","Betacoronavirus","SARS coronavirus WF188","DQ514528.1","palm civet cats","carnivore","carnivore",0.01524,0.00243,0.76765,9e-04,0.00353,0.00424,0.0404,0.1656
"274","Alphacoronavirus","Human coronavirus 229E","KM055537.1","Homo sapiens","human","yinpterochiroptera",0.02202,0.31747,0.02902,0.00675,0.0395,0.02755,0.2326,0.3251
"275","Alphacoronavirus","Human coronavirus 229E","KM055539.1","Homo sapiens","human","yinpterochiroptera",0.02202,0.31747,0.02902,0.00675,0.0395,0.02755,0.2326,0.3251
"276","Alphacoronavirus","Human coronavirus 229E","KM055551.1","Homo sapiens","human","yinpterochiroptera",0.02572,0.3078,0.0327,0.0049,0.03085,0.02835,0.2479,0.32178
"277","Alphacoronavirus","Human coronavirus 229E","KM055548.1","Homo sapiens","human","yinpterochiroptera",0.0193,0.22693,0.03633,0.00615,0.03687,0.02638,0.24757,0.40047
"278","Alphacoronavirus","Human coronavirus 229E","MF542265.1","Homo sapiens","human","yinpterochiroptera",0.03995,0.23595,0.0352,0.0074,0.0391,0.03628,0.25503,0.35108
"279","Alphacoronavirus","Human coronavirus 229E","MN306046.1","Homo sapiens","human","yinpterochiroptera",0.0188,0.28658,0.02732,0.00563,0.02722,0.0336,0.21442,0.38643
"280","Alphacoronavirus","Human coronavirus 229E","KY967357.1","Homo sapiens","human","yinpterochiroptera",0.03507,0.26693,0.02957,0.007,0.03763,0.03395,0.22187,0.36798
"281","Alphacoronavirus","Human coronavirus 229E","KY369912.1","Homo sapiens","human","yinpterochiroptera",0.02813,0.20568,0.0316,0.00573,0.0391,0.03405,0.26008,0.39562
"282","Alphacoronavirus","Human coronavirus 229E","KF514433.1","Homo sapiens","human","camelid",0.02718,0.33382,0.04182,0.0054,0.03127,0.03643,0.21363,0.31045
"283","Alphacoronavirus","Human coronavirus 229E","KM055536.1","Homo sapiens","human","yinpterochiroptera",0.02202,0.31847,0.02902,0.00675,0.0395,0.02755,0.2346,0.3221
"284","Alphacoronavirus","Human coronavirus 229E","KM055535.1","Homo sapiens","human","yinpterochiroptera",0.02402,0.31647,0.03052,0.00675,0.0405,0.02555,0.2361,0.3201
"285","Alphacoronavirus","Human coronavirus 229E","KY369911.1","Homo sapiens","human","yinpterochiroptera",0.03782,0.25695,0.03062,0.0078,0.0387,0.04037,0.20745,0.3803
"286","Alphacoronavirus","Human coronavirus 229E","KY674914.1","Homo sapiens","human","yinpterochiroptera",0.03695,0.29693,0.0312,0.01025,0.05095,0.03115,0.20693,0.33563
"287","Alphacoronavirus","Human coronavirus 229E","KM055532.1","Homo sapiens","human","yinpterochiroptera",0.026,0.3064,0.03335,0.0064,0.0305,0.03158,0.23565,0.33012
"288","Alphacoronavirus","Human coronavirus 229E","KY983587.1","Homo sapiens","human","yinpterochiroptera",0.03577,0.22703,0.03093,0.0085,0.03363,0.03495,0.25063,0.37855
"289","Alphacoronavirus","Human coronavirus 229E","KM055546.1","Homo sapiens","human","camelid",0.026,0.3202,0.03335,0.0054,0.0315,0.03158,0.23455,0.31742
"290","Alphacoronavirus","Human coronavirus 229E","KM055541.1","Homo sapiens","human","yinpterochiroptera",0.02202,0.31747,0.02902,0.00675,0.0395,0.02755,0.2326,0.3251
"291","Alphacoronavirus","Human coronavirus 229E","KM055549.1","Homo sapiens","human","yinpterochiroptera",0.02263,0.2762,0.03203,0.0065,0.0323,0.03558,0.24218,0.35257
"292","Alphacoronavirus","Human coronavirus 229E","KM055557.1","Homo sapiens","human","camelid",0.02753,0.31963,0.03502,0.0064,0.02987,0.03308,0.23368,0.31478
"293","Alphacoronavirus","Human coronavirus 229E","KM055544.1","Homo sapiens","human","yinpterochiroptera",0.01923,0.28227,0.0314,0.0052,0.03498,0.02925,0.23652,0.36115
"294","Betacoronavirus","Human coronavirus HKU1","MK167038.1","Homo sapiens","human","human",0.07818,0.14,0.07905,0.3188,0.06153,0.05175,0.17228,0.0984
"295","Betacoronavirus","Human coronavirus HKU1","MH940245.1","Homo sapiens","human","human",0.06255,0.11228,0.0921,0.34085,0.06368,0.07218,0.15705,0.0993
"296","Betacoronavirus","Human coronavirus HKU1","NC_006577.2","Homo sapiens","human","human",0.07385,0.17645,0.09765,0.22352,0.10143,0.03833,0.17917,0.1096
"297","Betacoronavirus","Human coronavirus HKU1","KY674943.1","Homo sapiens","human","human",0.06768,0.18445,0.09965,0.23118,0.1031,0.03267,0.17003,0.11123
"298","Betacoronavirus","Human coronavirus HKU1","KY674942.1","Homo sapiens","human","human",0.06768,0.18445,0.09965,0.23118,0.1031,0.03267,0.17003,0.11123
"299","Betacoronavirus","Human coronavirus HKU1","KY674941.1","Homo sapiens","human","human",0.06768,0.18445,0.09965,0.23118,0.1031,0.03267,0.17003,0.11123
"300","Betacoronavirus","Human coronavirus HKU1","KY674921.1","Homo sapiens","human","human",0.06522,0.10898,0.08997,0.34665,0.06668,0.06955,0.15497,0.09798
"301","Betacoronavirus","Human coronavirus HKU1","KT779556.1","Homo sapiens","human","human",0.06965,0.18408,0.09372,0.2296,0.10468,0.03983,0.16968,0.10875
"302","Betacoronavirus","Human coronavirus HKU1","KT779555.1","Homo sapiens","human","human",0.06905,0.18075,0.09232,0.2286,0.10418,0.04083,0.17848,0.10578
"303","Betacoronavirus","Human coronavirus HKU1","KF686346.1","Homo sapiens","human","human",0.06807,0.17245,0.09418,0.23543,0.09495,0.03737,0.18707,0.11048
"304","Betacoronavirus","Human coronavirus HKU1","KF686344.1","Homo sapiens","human","human",0.07088,0.17042,0.09832,0.22318,0.10508,0.03773,0.18283,0.11155
"305","Betacoronavirus","Human coronavirus HKU1","KF686343.1","Homo sapiens","human","human",0.06907,0.17245,0.09218,0.23543,0.09595,0.03737,0.18807,0.10948
"306","Betacoronavirus","Human coronavirus HKU1","KF686342.1","Homo sapiens","human","human",0.06807,0.17245,0.09418,0.23543,0.09495,0.03737,0.18707,0.11048
"307","Betacoronavirus","Human coronavirus HKU1","KF686341.1","Homo sapiens","human","human",0.06768,0.18445,0.09965,0.23118,0.1031,0.03267,0.17003,0.11123
"308","Betacoronavirus","Human coronavirus HKU1","KF686340.1","Homo sapiens","human","human",0.06718,0.18295,0.09932,0.23943,0.1021,0.03367,0.1661,0.10925
"309","Betacoronavirus","Human coronavirus HKU1","KF430201.1","Homo sapiens","human","human",0.06668,0.18545,0.09965,0.22818,0.1031,0.03267,0.17358,0.11068
"310","Betacoronavirus","Human coronavirus HKU1","HM034837.1","Homo sapiens","human","human",0.06897,0.17815,0.10345,0.23552,0.1025,0.0334,0.16832,0.1097
"311","Betacoronavirus","Human coronavirus HKU1","AY597011.2","Homo sapiens","human","human",0.07385,0.17645,0.09765,0.22352,0.10143,0.03833,0.17917,0.1096
"312","Alphacoronavirus","Human coronavirus NL63","JQ765568.1","Homo sapiens","human","yinpterochiroptera",0.05328,0.16047,0.03635,0.18353,0.04517,0.0323,0.2337,0.2552
"313","Alphacoronavirus","Human coronavirus NL63","KF530112.1","Homo sapiens","human","yangochiroptera",0.05263,0.09628,0.03152,0.1155,0.03848,0.0561,0.32057,0.28892
"314","Alphacoronavirus","Human coronavirus NL63","KF530106.1","Homo sapiens","human","yangochiroptera",0.0561,0.16093,0.03642,0.19535,0.05718,0.02665,0.2338,0.23357
"315","Alphacoronavirus","Human coronavirus NL63","KF530109.1","Homo sapiens","human","yangochiroptera",0.0556,0.16287,0.03542,0.19552,0.05668,0.02823,0.23633,0.22935
"316","Alphacoronavirus","Human coronavirus NL63","KM055650.1","Homo sapiens","human","yangochiroptera",0.06308,0.15127,0.03372,0.17992,0.0489,0.05957,0.24327,0.22028
"317","Alphacoronavirus","Human coronavirus NL63","MN306018.1","Homo sapiens","human","yinpterochiroptera",0.05953,0.15243,0.03183,0.17465,0.04318,0.05818,0.23488,0.2453
"318","Alphacoronavirus","Human coronavirus NL63","KM055647.1","Homo sapiens","human","yinpterochiroptera",0.06405,0.18267,0.03482,0.16883,0.04857,0.03435,0.21825,0.24847
"319","Alphacoronavirus","Human coronavirus NL63","MG428706.1","Homo sapiens","human","yangochiroptera",0.06293,0.15027,0.03348,0.17542,0.0504,0.06057,0.2446,0.22233
"320","Alphacoronavirus","Human coronavirus NL63","KX179500.1","Homo sapiens","human","yangochiroptera",0.06287,0.164,0.03257,0.16782,0.05118,0.05558,0.23665,0.22933
