"","genus","virus","accession","metadata_host","host_category","prediction","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"160","Alphacoronavirus","Feline coronavirus","KU215428.1","Felis catus","carnivore","carnivore",0.00192,0,0.98462,0,0.00183,0.001,0.003,0.00763
"161","Alphacoronavirus","Feline coronavirus","MN165107.1","Felis catus","carnivore","carnivore",0.004,6e-04,0.92863,0.002,0.00142,0.02308,0.0152,0.02507
"162","Alphacoronavirus","Feline coronavirus","KU215421.1","Felis catus","carnivore","carnivore",0.00292,0.0011,0.98232,0.002,0.00083,0.002,0.003,0.00583
"163","Alphacoronavirus","Feline coronavirus RM","FJ938051.1","cat","carnivore","carnivore",0.01445,0.01175,0.84992,0.00275,0.00575,0.01823,0.04082,0.05633
"164","Alphacoronavirus","Feline coronavirus UU10","FJ938059.1","cat","carnivore","carnivore",0.0028,0,0.98812,0,0,0.002,0.00467,0.00242
"165","Alphacoronavirus","Feline coronavirus UU11","FJ938052.1","cat","carnivore","carnivore",0.001,0.002,0.985,0,0.003,0.004,0.001,0.004
"166","Alphacoronavirus","Feline coronavirus UU15","FJ938057.1","cat","carnivore","carnivore",0.00103,0,0.99063,0,0,0.00225,0.00142,0.00467
"167","Alphacoronavirus","Feline coronavirus UU16","FJ938058.1","cat","carnivore","carnivore",0.0058,0,0.95027,0.00133,0.001,0.01433,0.01243,0.01483
"168","Alphacoronavirus","Feline coronavirus UU17","HQ012367.1","feline","carnivore","carnivore",0.02188,0.00425,0.80587,2e-04,0.00535,0.03623,0.05777,0.06845
"169","Alphacoronavirus","Feline coronavirus UU18","HQ012368.1","feline","carnivore","carnivore",0.00367,0,0.99172,0,0,0,0.001,0.00362
"170","Alphacoronavirus","Feline coronavirus UU19","HQ392470.1","feline","carnivore","carnivore",0.00325,0,0.98,0,0,0.0085,0,0.00825
"171","Alphacoronavirus","Feline coronavirus UU2","FJ938060.1","cat","carnivore","carnivore",0,0,0.999,0,0,0,0,0.001
"172","Alphacoronavirus","Feline coronavirus UU20","HQ392471.1","feline","carnivore","carnivore",0.005,0.001,0.96195,0,4e-04,0.01095,0.00395,0.01675
"173","Alphacoronavirus","Feline coronavirus UU21","HQ012369.1","feline","carnivore","carnivore",2e-04,0,0.9876,0,0.00153,0.00292,0.003,0.00475
"174","Alphacoronavirus","Feline coronavirus UU22","GU553361.1","feline","carnivore","carnivore",0.0015,8e-04,0.98638,5e-04,0.00033,0.00133,0.0039,0.00525
"175","Alphacoronavirus","Feline coronavirus UU23","GU553362.1","feline","carnivore","carnivore",0.0022,0,0.99213,4e-04,0.00067,0,0.00233,0.00227
"176","Alphacoronavirus","Feline coronavirus UU24","HQ012370.1","feline","carnivore","carnivore",0.01965,0.002,0.94018,0.00075,0.00025,2e-04,0.01383,0.02313
"177","Alphacoronavirus","Feline coronavirus UU3","FJ938061.1","cat","carnivore","carnivore",0.003,0,0.996,0,0,0,0.001,0
"178","Alphacoronavirus","Feline coronavirus UU30","HQ392472.1","feline","carnivore","carnivore",0.01,0.002,0.95907,0,0.00067,0.0055,0.00833,0.01443
"179","Alphacoronavirus","Feline coronavirus UU31","HQ012371.1","feline","carnivore","carnivore",0.00525,0.00167,0.97625,0,0.0019,0.0021,0.0046,0.00823
"180","Alphacoronavirus","Feline coronavirus UU34","HQ012372.1","Felis catus","carnivore","carnivore",0.001,0.001,0.98375,0,0.001,0.00292,0.00428,0.00605
"181","Alphacoronavirus","Feline coronavirus UU4","FJ938054.1","cat","carnivore","carnivore",0.04045,0.0022,0.78308,0.0024,0.00483,0.1304,0.00978,0.02685
"182","Alphacoronavirus","Feline coronavirus UU40","HQ392469.1","Felis catus","carnivore","carnivore",0,0.002,0.98613,0,0,0.004,0.00087,0.007
"183","Alphacoronavirus","Feline coronavirus UU47","JN183882.1","Felis catus","carnivore","carnivore",0.001,0.00083,0.95382,0,0.0065,0.01023,0.01332,0.0143
"184","Alphacoronavirus","Feline coronavirus UU5","FJ938056.1","cat","carnivore","carnivore",0.00767,0,0.9633,0,0,0.01128,0.0087,0.00905
"185","Alphacoronavirus","Feline coronavirus UU54","JN183883.1","Felis catus","carnivore","carnivore",0.01232,0.001,0.94475,0.001,0.0011,0.01073,0.01217,0.01693
"186","Alphacoronavirus","Feline coronavirus UU7","FJ938053.1","cat","carnivore","carnivore",0.00307,0,0.97623,0,0,0.0116,0.004,0.0051
"187","Alphacoronavirus","Feline coronavirus UU8","FJ938055.1","cat","carnivore","carnivore",0.0046,0.001,0.96697,0,0.0012,0.007,0.0036,0.01563
"188","Alphacoronavirus","Feline coronavirus UU9","FJ938062.1","cat","carnivore","carnivore",0.00433,0,0.97788,0,0,0.00667,8e-04,0.01032
"189","Alphacoronavirus","Feline infectious peritonitis virus","KC461237.1","Felis catus","carnivore","carnivore",0.00987,0.001,0.93063,0.00125,0,0.03465,0.00635,0.01625
"190","Alphacoronavirus","Feline infectious peritonitis virus","KC461236.1","Felis catus","carnivore","carnivore",0.00497,0.002,0.95112,0,0,0.0159,0.00465,0.02137
"191","Alphacoronavirus","Feline infectious peritonitis virus","KC461235.1","Felis catus","carnivore","carnivore",0.00667,0.001,0.95247,0,0,0.0229,0.00405,0.01292
"192","Alphacoronavirus","Feline infectious peritonitis virus","JQ408981.1","Felis catus","carnivore","carnivore",0.00867,0.001,0.95908,0,0,0.0119,0.00455,0.0148
"193","Alphacoronavirus","Ferret coronavirus","NC_030292.1","Mustela putorius","carnivore","carnivore",0.09497,0.04657,0.41413,0.04233,0.01798,0.02895,0.1259,0.22917
"194","Alphacoronavirus","Ferret coronavirus","KM347965.1","Mustela putorius","carnivore","carnivore",0.09497,0.04657,0.41413,0.04233,0.01798,0.02895,0.1259,0.22917
"195","Alphacoronavirus","Ferret enteric coronavirus","KX512809.1","ferret","carnivore","carnivore",0.06243,0.02757,0.56762,0.02397,0.00938,0.03292,0.11282,0.1633
"196","Alphacoronavirus","Ferret systemic coronavirus","KX512810.1","ferret","carnivore","carnivore",0.07137,0.01942,0.57433,0.015,0.0124,0.02357,0.1256,0.15832
"197","Alphacoronavirus","Mink coronavirus strain WD1127","NC_023760.1","Mustela vison","carnivore","carnivore",0.06053,0.05647,0.49035,0.05002,0.0015,0.0092,0.10385,0.22808
"198","Alphacoronavirus","Mink coronavirus strain WD1127","HM245925.1","Mustela vison","carnivore","carnivore",0.06053,0.05647,0.49035,0.05002,0.0015,0.0092,0.10385,0.22808
"199","Alphacoronavirus","Mink coronavirus strain WD1133","HM245926.1","Mustela vison","carnivore","carnivore",0.06273,0.03443,0.51225,0.01622,0.00578,0.0314,0.1504,0.18678
"200","Betacoronavirus","SARS coronavirus B039","AY686864.1","palm civet","carnivore","carnivore",0.01068,0,0.66,0,0.00058,0.00192,0.02833,0.29848
"201","Betacoronavirus","SARS coronavirus civet010","AY572035.1","civet","carnivore","carnivore",0.01225,5e-04,0.73963,0,0.00153,0.00255,0.0251,0.21843
"202","Betacoronavirus","SARS coronavirus civet020","AY572038.1","civet","carnivore","yinpterochiroptera",0.01197,0.0062,0.45887,0.001,0.00157,0.00288,0.03653,0.48098
"203","Alphacoronavirus","Human coronavirus 229E","KY369913.1","Homo sapiens","human","camelid",0.0232,0.34603,0.06418,0.0101,0.001,0.02642,0.19105,0.33802
"204","Alphacoronavirus","Human coronavirus 229E","KY369908.1","Homo sapiens","human","yinpterochiroptera",0.02048,0.32688,0.058,0.0064,0.00175,0.0258,0.18755,0.37313
"205","Alphacoronavirus","Human coronavirus 229E","KY967357.1","Homo sapiens","human","yinpterochiroptera",0.02313,0.32148,0.06025,0.00753,0.00195,0.0246,0.1902,0.37085
"206","Alphacoronavirus","Human coronavirus 229E","KY674919.1","Homo sapiens","human","yinpterochiroptera",0.02165,0.30627,0.06318,0.00568,0.00095,0.0211,0.19135,0.38982
"207","Alphacoronavirus","Human coronavirus 229E","KY369909.2","Homo sapiens","human","camelid",0.01915,0.35105,0.05778,0.01035,0.00175,0.02767,0.20395,0.3283
"208","Alphacoronavirus","Human coronavirus 229E","MN369046.1","Homo sapiens","human","yinpterochiroptera",0.02208,0.3361,0.06125,0.00518,0.00075,0.02377,0.1983,0.35257
"209","Alphacoronavirus","Human coronavirus 229E","KY621348.1","Homo sapiens","human","camelid",0.02422,0.35543,0.0576,0.00965,0.002,0.02637,0.18878,0.33595
"210","Alphacoronavirus","Human coronavirus 229E","KY983587.1","Homo sapiens","human","camelid",0.02003,0.35763,0.0579,0.00673,0.00175,0.02667,0.17835,0.35093
"211","Alphacoronavirus","Human coronavirus 229E","MN306046.1","Homo sapiens","human","yinpterochiroptera",0.02305,0.31667,0.06355,0.00473,0.00075,0.02722,0.19648,0.36755
"212","Alphacoronavirus","Human coronavirus 229E","KF514433.1","Homo sapiens","human","yinpterochiroptera",0.0184,0.31442,0.06543,0.00503,0.00095,0.0227,0.17432,0.39875
"213","Alphacoronavirus","Human coronavirus 229E","MF542265.1","Homo sapiens","human","yinpterochiroptera",0.02262,0.31087,0.063,0.00965,0.00175,0.02702,0.20355,0.36155
"214","Alphacoronavirus","Human coronavirus 229E","KY369912.1","Homo sapiens","human","yinpterochiroptera",0.01867,0.31265,0.0646,0.00433,0.00095,0.02277,0.20115,0.37488
"215","Alphacoronavirus","Human coronavirus 229E","JX503061.1","Homo sapiens","human","yinpterochiroptera",0.01982,0.34242,0.06128,0.00523,0.00095,0.02195,0.19798,0.35037
"216","Alphacoronavirus","Human coronavirus 229E","KU291448.1","Homo sapiens","human","yinpterochiroptera",0.02057,0.33947,0.05852,0.00493,0.00075,0.0226,0.18955,0.36362
"217","Alphacoronavirus","Human coronavirus 229E","KY674914.1","Homo sapiens","human","camelid",0.02368,0.35083,0.0604,0.00965,0.002,0.02717,0.18828,0.33798
"218","Alphacoronavirus","Human coronavirus 229E","KY369910.1","Homo sapiens","human","camelid",0.0197,0.3663,0.06603,0.00563,0.001,0.0235,0.18412,0.33372
"219","Alphacoronavirus","Human coronavirus 229E","KY369911.1","Homo sapiens","human","camelid",0.0197,0.3663,0.06603,0.00563,0.001,0.0235,0.18412,0.33372
"220","Alphacoronavirus","Human coronavirus 229E","KY684760.1","Homo sapiens","human","yinpterochiroptera",0.0201,0.29437,0.06025,0.00498,0.0015,0.0203,0.20667,0.39183
"221","Alphacoronavirus","Human coronavirus 229E","JX503060.1","Homo sapiens","human","yinpterochiroptera",0.01837,0.3274,0.06103,0.00478,0.00095,0.0247,0.19692,0.36585
"222","Alphacoronavirus","Human coronavirus 229E","KF514432.1","Homo sapiens","human","yinpterochiroptera",0.0194,0.33772,0.06305,0.00358,0.0017,0.0227,0.17312,0.37873
"223","Betacoronavirus","Human coronavirus HKU1","MK167038.1","Homo sapiens","human","human",0.18532,0.02682,0.05245,0.43015,0.01525,0.02983,0.1428,0.11738
"224","Betacoronavirus","Human coronavirus HKU1","MH940245.1","Homo sapiens","human","human",0.13632,0.03638,0.03642,0.50415,0.01625,0.02033,0.1635,0.08665
"225","Betacoronavirus","Human coronavirus HKU1","NC_006577.2","Homo sapiens","human","human",0.18282,0.02782,0.05205,0.43315,0.01525,0.02933,0.14253,0.11705
"226","Betacoronavirus","Human coronavirus HKU1","KY674943.1","Homo sapiens","human","human",0.17752,0.02482,0.05913,0.43465,0.01825,0.03167,0.14212,0.11185
"227","Betacoronavirus","Human coronavirus HKU1","KY674942.1","Homo sapiens","human","human",0.17752,0.02482,0.05913,0.43465,0.01825,0.03167,0.14212,0.11185
"228","Betacoronavirus","Human coronavirus HKU1","KY674941.1","Homo sapiens","human","human",0.17452,0.02482,0.06013,0.43065,0.01825,0.03233,0.14465,0.11465
"229","Betacoronavirus","Human coronavirus HKU1","KY674921.1","Homo sapiens","human","human",0.1132,0.03905,0.04422,0.51268,0.01625,0.01973,0.175,0.07987
"230","Betacoronavirus","Human coronavirus HKU1","KT779556.1","Homo sapiens","human","human",0.18182,0.02682,0.05105,0.43215,0.01625,0.03033,0.14353,0.11805
"231","Betacoronavirus","Human coronavirus HKU1","KT779555.1","Homo sapiens","human","human",0.18207,0.02682,0.05105,0.43265,0.01625,0.03033,0.14378,0.11705
"232","Betacoronavirus","Human coronavirus HKU1","KF686346.1","Homo sapiens","human","human",0.18585,0.02682,0.0518,0.41565,0.01725,0.03267,0.14948,0.12048
"233","Betacoronavirus","Human coronavirus HKU1","KF686344.1","Homo sapiens","human","human",0.1889,0.02732,0.0568,0.42365,0.01825,0.02967,0.14277,0.11265
"234","Betacoronavirus","Human coronavirus HKU1","KF686343.1","Homo sapiens","human","human",0.18585,0.02682,0.0518,0.41565,0.01725,0.03267,0.14948,0.12048
"235","Betacoronavirus","Human coronavirus HKU1","KF686342.1","Homo sapiens","human","human",0.18912,0.02682,0.0538,0.41765,0.01825,0.03133,0.14595,0.11708
"236","Betacoronavirus","Human coronavirus HKU1","KF686341.1","Homo sapiens","human","human",0.18845,0.02682,0.0558,0.41865,0.01725,0.03133,0.14462,0.11708
"237","Betacoronavirus","Human coronavirus HKU1","KF686340.1","Homo sapiens","human","human",0.18688,0.02682,0.0542,0.42165,0.01725,0.03033,0.14662,0.11625
"238","Betacoronavirus","Human coronavirus HKU1","KF430201.1","Homo sapiens","human","human",0.18818,0.02682,0.0532,0.41865,0.01725,0.03133,0.14582,0.11875
"239","Betacoronavirus","Human coronavirus HKU1","HM034837.1","Homo sapiens","human","human",0.18522,0.02682,0.05105,0.43115,0.01525,0.03133,0.14213,0.11705
"240","Betacoronavirus","Human coronavirus HKU1","AY597011.2","Homo sapiens","human","human",0.18282,0.02782,0.05205,0.43315,0.01525,0.02933,0.14253,0.11705
"241","Alphacoronavirus","Human coronavirus NL63","MG428702.1","Homo sapiens","human","human",0.12087,0.07713,0.0459,0.37497,0.002,0.02373,0.20022,0.15518
"242","Alphacoronavirus","Human coronavirus NL63","JQ765573.1","Homo sapiens","human","human",0.13428,0.07405,0.04338,0.37623,0.002,0.02323,0.19298,0.15383
"243","Alphacoronavirus","Human coronavirus NL63","KY554970.1","Homo sapiens","human","human",0.13177,0.0727,0.04713,0.3633,0.002,0.02283,0.20497,0.1553
"244","Alphacoronavirus","Human coronavirus NL63","KY829118.1","Homo sapiens","human","human",0.1472,0.06563,0.04155,0.41207,0.002,0.01973,0.17458,0.13723
"245","Alphacoronavirus","Human coronavirus NL63","JQ765567.1","Homo sapiens","human","human",0.13387,0.07305,0.0488,0.37627,0.002,0.023,0.1904,0.15262
"246","Alphacoronavirus","Human coronavirus NL63","JX524171.1","Homo sapiens","human","human",0.1237,0.07613,0.0449,0.37697,0.002,0.02373,0.19722,0.15535
"247","Alphacoronavirus","Human coronavirus NL63","JQ765565.1","Homo sapiens","human","human",0.12802,0.07045,0.046,0.37823,0.002,0.02223,0.19898,0.15408
"248","Alphacoronavirus","Human coronavirus NL63","JQ765568.1","Homo sapiens","human","human",0.12593,0.07605,0.04373,0.37357,0.002,0.02423,0.20045,0.15403
"249","Alphacoronavirus","Human coronavirus NL63","KY674916.1","Homo sapiens","human","human",0.12862,0.07255,0.0493,0.37427,0.002,0.02183,0.19615,0.15528
"250","Alphacoronavirus","Human coronavirus NL63","JQ765572.1","Homo sapiens","human","human",0.11493,0.07755,0.04853,0.38057,0.002,0.0249,0.20153,0.14998
"251","Alphacoronavirus","Human coronavirus NL63","KF530111.1","Homo sapiens","human","human",0.12953,0.07335,0.04523,0.37807,0.002,0.02273,0.19413,0.15495
"252","Alphacoronavirus","Human coronavirus NL63","KF530112.1","Homo sapiens","human","human",0.11202,0.0732,0.0488,0.38273,0.002,0.02123,0.20698,0.15303
"253","Alphacoronavirus","Human coronavirus NL63","KF530108.1","Homo sapiens","human","human",0.13053,0.07235,0.04423,0.37707,0.002,0.02273,0.19713,0.15395
"254","Alphacoronavirus","Human coronavirus NL63","JQ765563.1","Homo sapiens","human","human",0.11022,0.07325,0.04747,0.38523,0.002,0.02223,0.20623,0.15337
"255","Alphacoronavirus","Human coronavirus NL63","KF530105.1","Homo sapiens","human","human",0.13233,0.0738,0.04723,0.37457,0.002,0.02023,0.1994,0.15043
"256","Alphacoronavirus","Human coronavirus NL63","KF530109.1","Homo sapiens","human","human",0.13153,0.07235,0.04423,0.37607,0.002,0.02273,0.19613,0.15495
"257","Alphacoronavirus","Human coronavirus NL63","KF530104.1","Homo sapiens","human","human",0.13053,0.07135,0.04423,0.37807,0.002,0.02273,0.19713,0.15395
"258","Alphacoronavirus","Human coronavirus NL63","JQ765566.1","Homo sapiens","human","human",0.13528,0.07255,0.04905,0.37527,0.002,0.02133,0.19048,0.15403
"259","Alphacoronavirus","Human coronavirus NL63","KF530113.1","Homo sapiens","human","human",0.13078,0.07335,0.04248,0.37807,0.002,0.02273,0.19363,0.15695
"260","Alphacoronavirus","Human coronavirus NL63","KY554969.1","Homo sapiens","human","human",0.1456,0.06603,0.03938,0.4001,0.002,0.01973,0.18715,0.14
"261","Betacoronavirus","Human coronavirus OC43","KF530087.1","Homo sapiens","human","camelid",0.02865,0.61515,0.17005,0.00103,0.02447,0.08805,0.03327,0.03933
"262","Betacoronavirus","Human coronavirus OC43","KF923914.1","Homo sapiens","human","camelid",0.07863,0.5791,0.10485,0.01908,0.01997,0.09015,0.05975,0.04847
"263","Betacoronavirus","Human coronavirus OC43","KF923889.1","Homo sapiens","human","camelid",0.05983,0.55078,0.10413,0.03533,0.01842,0.10905,0.06905,0.0534
"264","Betacoronavirus","Human coronavirus OC43","KF923886.1","Homo sapiens","human","camelid",0.07198,0.53595,0.09967,0.04533,0.01617,0.09763,0.07857,0.0547
"265","Betacoronavirus","Human coronavirus OC43","KF530099.1","Homo sapiens","human","camelid",0.05168,0.52915,0.14697,0.0055,0.03415,0.14475,0.04455,0.04325
"266","Betacoronavirus","Human coronavirus OC43","KY554974.1","Homo sapiens","human","camelid",0.05193,0.50357,0.15832,0.0105,0.0274,0.15047,0.04325,0.05457
"267","Betacoronavirus","Human coronavirus OC43","KX538979.1","Homo sapiens","human","camelid",0.05858,0.60657,0.12268,0.01808,0.02092,0.07418,0.05617,0.04282
"268","Betacoronavirus","Human coronavirus OC43","KF923920.1","Homo sapiens","human","camelid",0.07858,0.57505,0.10608,0.01783,0.01797,0.09195,0.06175,0.05078
"269","Betacoronavirus","Human coronavirus OC43","KF530095.1","Homo sapiens","human","camelid",0.04257,0.55562,0.14795,0.0055,0.0302,0.1334,0.0414,0.04337
"270","Betacoronavirus","Human coronavirus OC43","KF530060.1","Homo sapiens","human","camelid",0.03165,0.57765,0.18068,0.00103,0.02592,0.09888,0.03935,0.04483
"271","Betacoronavirus","Human coronavirus OC43","KF530068.1","Homo sapiens","human","camelid",0.0563,0.47932,0.15462,0.007,0.03365,0.1653,0.05313,0.05068
"272","Betacoronavirus","Human coronavirus OC43","JN129834.1","Homo sapiens","human","camelid",0.06055,0.60778,0.12952,0.01483,0.01992,0.07592,0.0491,0.04238
"273","Betacoronavirus","Human coronavirus OC43","KF530090.1","Homo sapiens","human","camelid",0.03378,0.55195,0.20297,0.00053,0.017,0.11172,0.04622,0.03583
"274","Betacoronavirus","Human coronavirus OC43","KX538966.1","Homo sapiens","human","camelid",0.06037,0.56885,0.13638,0.01903,0.01742,0.09002,0.0558,0.05213
"275","Betacoronavirus","Human coronavirus OC43","KY967359.1","Homo sapiens","human","camelid",0.04587,0.43358,0.21347,0.00383,0.03225,0.16658,0.05122,0.0532
"276","Betacoronavirus","Human coronavirus OC43","KX344031.1","Homo sapiens","human","camelid",0.055,0.45377,0.17407,0.0095,0.0345,0.16852,0.0463,0.05835
"277","Betacoronavirus","Human coronavirus OC43","KF923902.1","Homo sapiens","human","camelid",0.0788,0.52998,0.12032,0.03767,0.00792,0.09775,0.08223,0.04533
"278","Betacoronavirus","Human coronavirus OC43","KF530089.1","Homo sapiens","human","camelid",0.04898,0.51168,0.14753,0.0065,0.03648,0.14605,0.04872,0.05405
"279","Betacoronavirus","Human coronavirus OC43","KF923925.1","Homo sapiens","human","camelid",0.07107,0.56072,0.10257,0.02367,0.02467,0.10228,0.06423,0.0508
"280","Betacoronavirus","Human coronavirus OC43","KY554975.1","Homo sapiens","human","camelid",0.05118,0.50232,0.15865,0.0095,0.0274,0.1548,0.04258,0.05357
"281","Betacoronavirus","Betacoronavirus HKU24","NC_026011.1","Rattus norvegicus","rodent","rodent",0.2269,0.01315,0.0549,0.0061,0.39232,0.08062,0.10433,0.12168
"282","Betacoronavirus","Betacoronavirus HKU24","KM349744.1","Rattus norvegicus","rodent","rodent",0.22323,0.01315,0.0567,0.0061,0.39432,0.08062,0.10283,0.12305
"283","Betacoronavirus","Betacoronavirus HKU24","KM349743.1","Rattus norvegicus","rodent","rodent",0.22615,0.0149,0.05065,0.0071,0.39107,0.08362,0.10358,0.12293
"284","Betacoronavirus","Betacoronavirus HKU24","KM349742.1","Rattus norvegicus","rodent","rodent",0.2269,0.01315,0.0549,0.0061,0.39232,0.08062,0.10433,0.12168
"285","Alphacoronavirus","Coronavirus AcCoV-JC34","NC_034972.1","Apodemus chevrieri","rodent","yangochiroptera",0.06917,0.03065,0.02373,0.007,0.24542,0.16973,0.33028,0.12402
"286","Alphacoronavirus","Coronavirus AcCoV-JC34","KX964649.1","Apodemus chevrieri","rodent","yangochiroptera",0.06917,0.03065,0.02373,0.007,0.24542,0.16973,0.33028,0.12402
"287","Alphacoronavirus","Lucheng Rn rat coronavirus","NC_032730.1","Rattus norvegicus","rodent","yangochiroptera",0.09787,0.02662,0.02102,0.0192,0.28843,0.16027,0.28907,0.09753
"288","Alphacoronavirus","Lucheng Rn rat coronavirus","KF294380.2","Rattus norvegicus","rodent","yangochiroptera",0.09787,0.02662,0.02102,0.0192,0.28843,0.16027,0.28907,0.09753
"289","Betacoronavirus","Murine coronavirus","KF268339.1","Mus musculus","rodent","rodent",0,0,0.0011,2e-04,0.99795,0,0,0.00075
"290","Betacoronavirus","Murine coronavirus","KF268338.1","Mus musculus","rodent","rodent",0,0,0.0011,2e-04,0.99795,0,0,0.00075
"291","Betacoronavirus","Murine coronavirus","KF268337.1","Mus musculus","rodent","rodent",0,0,0.0011,2e-04,0.99795,0,0,0.00075
"292","Betacoronavirus","Murine coronavirus","KF268336.1","Mus musculus","rodent","rodent",0,0,0.0011,2e-04,0.99695,0,0,0.00175
"293","Betacoronavirus","Murine coronavirus inf-MHV-A59","FJ647225.1","Mus musculus","rodent","rodent",0,0,0,0,1,0,0,0
"294","Betacoronavirus","Murine coronavirus MHV-1","FJ647223.1","Mus musculus","rodent","rodent",0.0079,0.0028,5e-04,0.001,0.94053,0.00975,0.01912,0.0184
"295","Betacoronavirus","Murine coronavirus MHV-3","FJ647224.1","Mus musculus","rodent","rodent",0.03166,0.01217,0.01914,0.00361,0.85744,0.00562,0.03607,0.03429
"296","Betacoronavirus","Murine coronavirus MHV-JHM.IA","FJ647226.1","Mus musculus","rodent","rodent",0.00173,0,0.00031,0,0.99408,0,0.00209,0.00179
"297","Betacoronavirus","Murine coronavirus RA59/R13","FJ647218.1","Mus musculus","rodent","rodent",0,0,0,0,1,0,0,0
"298","Betacoronavirus","Murine coronavirus RA59/SJHM","FJ647220.1","Mus musculus","rodent","rodent",0.004,0.00125,0,0,0.98075,0.0025,0.0067,0.0048
"299","Betacoronavirus","Murine coronavirus repA59/RJHM","FJ647221.1","Mus musculus","rodent","rodent",0.00233,0,0.00133,0,0.97792,0.0045,0.00733,0.00658
"300","Betacoronavirus","Murine coronavirus repJHM/RA59","FJ647227.1","Mus musculus","rodent","rodent",0.002,0,0,0,0.99335,0.00033,0.00125,0.00307
"301","Betacoronavirus","Murine coronavirus RJHM/A","FJ647219.1","Mus musculus","rodent","rodent",0.001,0,0,0,0.99433,0,0.002,0.00267
"302","Betacoronavirus","Murine coronavirus SA59/RJHM","FJ647222.1","Mus musculus","rodent","rodent",0.0012,0,0.0032,0,0.9824,0,0.00733,0.00587
"303","Betacoronavirus","Murine hepatitis virus","MF618253.1","mouse","rodent","rodent",0.0064,0,0.00567,0.001,0.97415,0.00292,0.00363,0.00623
"304","Betacoronavirus","Murine hepatitis virus","MF618252.1","mouse","rodent","rodent",4e-04,0.001,0.002,0,0.9872,0.00125,0.0059,0.00225
"305","Betacoronavirus","Murine hepatitis virus","GU593319.1","mouse","rodent","rodent",0.01597,0.002,0.00033,0.002,0.93675,0.00583,0.02245,0.01467
"306","Betacoronavirus","Murine hepatitis virus","AB551247.1","Mus musculus","rodent","rodent",0.00765,0.002,0.00245,0.001,0.94175,0.00613,0.02218,0.01683
"307","Betacoronavirus","Murine hepatitis virus strain A59","FJ884687.1","mouse","rodent","rodent",0.0012,0.0038,0.0036,2e-04,0.93945,0.0156,0.02492,0.01123
"308","Betacoronavirus","Murine hepatitis virus strain A59","FJ884686.1","mouse","rodent","rodent",0.0012,0.002,0.0036,0,0.94195,0.0136,0.02492,0.01273
"309","Betacoronavirus","Rat coronavirus","JF792617.1","rat","rodent","rodent",0.00528,0.00125,0.00228,8e-04,0.96475,0.00275,0.008,0.01488
"310","Betacoronavirus","Rat coronavirus","JF792616.1","rat","rodent","rodent",0.00595,0.00292,0.00473,8e-04,0.95353,0.00425,0.01152,0.0163
"311","Betacoronavirus","Rat coronavirus Parker","NC_012936.1","rat","rodent","rodent",0.00697,0.0065,0.0035,0.001,0.93535,0.00875,0.0196,0.01833
"312","Betacoronavirus","Rat coronavirus Parker","FJ938068.1","rat","rodent","rodent",0.00697,0.0065,0.0035,0.001,0.93535,0.00875,0.0196,0.01833
"313","Deltacoronavirus","Coronavirus HKU15","LC216915.1","Sus scrofa domesticus","swine","swine",0.06903,0,0.0058,0,0.00208,0.88218,0.02838,0.01252
"314","Deltacoronavirus","Coronavirus HKU15","LC216914.1","Sus scrofa domesticus","swine","swine",0.05025,0,0.001,0,0.0028,0.93628,0.00608,0.00358
"315","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Illinois121/2014","KJ481931.1","swine","swine","swine",0,0,0,0,0,1,0,0
"316","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Illinois133/2014","KJ601777.1","swine","swine","swine",0,0,0,0,0,1,0,0
"317","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Illinois134/2014","KJ601778.1","swine","swine","swine",0,0,0,0,0,1,0,0
"318","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Illinois136/2014","KJ601779.1","swine","swine","swine",0.00025,0,0,0,0,0.99975,0,0
"319","Deltacoronavirus","Deltacoronavirus PDCoV/USA/Ohio137/2014","KJ601780.1","swine","swine","swine",0,0,0,0,0,1,0,0
"320","Deltacoronavirus","Porcine coronavirus HKU15","NC_039208.1","pig","swine","swine",0.01393,0,6e-04,0,0.001,0.97668,0.00558,0.0022
"321","Deltacoronavirus","Porcine coronavirus HKU15","JQ065043.2","pig","swine","swine",0.01393,0,6e-04,0,0.001,0.97668,0.00558,0.0022
"322","Deltacoronavirus","Porcine coronavirus HKU15","JQ065042.2","pig","swine","swine",0.03923,0.0014,0.0044,0,0.001,0.93273,0.01263,0.0086
"323","Deltacoronavirus","Porcine coronavirus HKU15","KT381613.1","pig","swine","swine",0.00575,0,0,0,0,0.9925,0.00175,0
"324","Deltacoronavirus","Porcine coronavirus HKU15","KM012168.1","pig","swine","swine",0.00692,0,0,0,0,0.98983,0.00225,0.001
"325","Deltacoronavirus","Porcine coronavirus HKU15","KJ462462.1","pig","swine","swine",0.00275,0,0,0,0,0.997,0.00025,0
"326","Deltacoronavirus","Porcine coronavirus HKU15","KJ620016.1","pig","swine","swine",0.01267,0,0,0,0,0.98208,0.00425,0.001
"327","Deltacoronavirus","Porcine coronavirus HKU15","KJ584359.1","pig","swine","swine",0.00483,0,0,0,0,0.99302,0.00165,5e-04
